SYSTEMATIC.name	SYMBOL	DOMAIN.id	DOMAIN.name	DOMAIN.start	DOMAIN.end
YLR319C	BUD6	2170548	P140CAP/SNIP-RELATED	443	784
YLR319C	BUD6	2170549	Bud site selection protein	548	688
YOR299W	BUD7	2131994	Tetratricopeptide-like helical domain superfamily	384	647
YOR299W	BUD7	2137235	Tetratricopeptide-like helical domain superfamily	1	742
YOR299W	BUD7	2160957	Chs5p-Arf1p binding	123	533
YOR299W	BUD7	2173302	Chs5p-Arf1p binding	1	745
YOR299W	BUD7	2173303	Bud site selection protein	110	744
YMR275C	BUL1	2131316	Bul1, N-terminal	115	542
YMR275C	BUL1	2155021	Bul1, C-terminal	690	973
YMR275C	BUL1	2171738	Bul1-like	106	974
YML111W	BUL2	2130734	Bul1, N-terminal	88	524
YML111W	BUL2	2158525	Bul1, C-terminal	646	918
YML111W	BUL2	2170873	Bul1-like	79	918
YLR226W	BUR2	2130470	-	42	189
YLR226W	BUR2	2159665	Cyclin-like superfamily	43	191
YLR226W	BUR2	2170212	Bur2p	41	189
YER159C	BUR6	2133507	Histone-fold	46	115
YER159C	BUR6	2152459	Transcription factor CBF/NF-Y/archaeal histone domain	52	112
YER159C	BUR6	2152460	Histone-fold	30	137
YER159C	BUR6	2175973	HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED	40	132
YER159C	BUR6	2175974	CBF/NF-Y family transcription factor	44	115
YNL305C	BXI1	2155051	Bax inhibitor 1-related	48	290
YNL305C	BXI1	2171850	Bax inhibitor 1-related	44	293
YNL305C	BXI1	2171851	GAAP_like	21	294
YKL005C	BYE1	2130326	Spen paralogue and orthologue SPOC, C-terminal	313	588
YKL005C	BYE1	2130327	Zinc finger, RING/FYVE/PHD-type	59	137
YKL005C	BYE1	2135328	Transcription elongation factor S-II, central domain	242	356
YKL005C	BYE1	2135329	Transcription elongation factor S-II, central domain superfamily	194	346
YKL005C	BYE1	2148685	Zinc finger, PHD-finger	74	133
YKL005C	BYE1	2148686	Zinc finger, PHD-type, conserved site	75	131
YKL005C	BYE1	2148687	Zinc finger, PHD-finger	72	134
YKL005C	BYE1	2148688	Transcription elongation factor S-II, central domain	237	371
YKL005C	BYE1	2148689	Zinc finger, PHD-type	74	132
YKL005C	BYE1	2148690	Transcription elongation factor S-II, central domain	235	354
YKL005C	BYE1	2148691	Transcription elongation factor S-II, central domain superfamily	234	346
YKL005C	BYE1	2148692	Zinc finger, FYVE/PHD-type	60	135
YKL005C	BYE1	2169513	SPOC_Bye1p-like	436	589
YKL005C	BYE1	2169514	PHD_Bye1p_SIZ1_like	74	131
YKL005C	BYE1	2169515	TRANSCRIPTION FACTOR S-II ZINC FINGER DOMAIN-CONTAINING PROTEIN	29	549
YHR114W	BZZ1	2134477	AH/BAR domain superfamily	6	280
YHR114W	BZZ1	2134478	SH3 Domains	489	557
YHR114W	BZZ1	2150705	SH3 Domains	581	633
YHR114W	BZZ1	2150706	SH3 domain	499	547
YHR114W	BZZ1	2150707	FCH domain	15	105
YHR114W	BZZ1	2150708	SH3 domain	584	631
YHR114W	BZZ1	2150709	SH3 domain	493	555
YHR114W	BZZ1	2150710	SH3 domain	577	633
YHR114W	BZZ1	2150711	F-BAR domain	5	271
YHR114W	BZZ1	2150712	FCH domain	5	110
YHR114W	BZZ1	2150713	SH3 domain	496	554
YHR114W	BZZ1	2150714	SH3 domain	580	633
YHR114W	BZZ1	2150715	AH/BAR domain superfamily	5	293
YHR114W	BZZ1	2150716	SH3-like domain superfamily	499	555
YHR114W	BZZ1	2150717	SH3-like domain superfamily	567	633
YHR114W	BZZ1	2167781	Actin polymerization protein Bzz1	5	296
YHR114W	BZZ1	2167782	Protein BZZ1	576	633
YHR114W	BZZ1	2167783	SH3_CIP4_Bzz1_like	497	552
YHR114W	BZZ1	2167784	FCH AND DOUBLE SH3 DOMAINS PROTEIN	13	632
YHR114W	BZZ1	2167785	SH3_Bzz1_2	581	631
YDR531W	CAB1	2128365	ATPase, nucleotide binding domain	100	354
YDR531W	CAB1	2133191	-	35	135
YDR531W	CAB1	2133192	-	136	337
YDR531W	CAB1	2159016	Type II pantothenate kinase	21	354
YDR531W	CAB1	2159017	ATPase, nucleotide binding domain	21	123
YDR531W	CAB1	2159018	Type II pantothenate kinase	20	355
YDR531W	CAB1	2165674	Type II pantothenate kinase	20	356
YDR531W	CAB1	2165675	Pantothenate kinase PanK	137	337
YDR531W	CAB1	2165676	Conserved protein	38	135
YIL083C	CAB2	2134847	CoaB-like superfamily	56	359
YIL083C	CAB2	2152956	DNA/pantothenate metabolism flavoprotein, C-terminal	73	129
YIL083C	CAB2	2152957	CoaB-like superfamily	57	355
YIL083C	CAB2	2168204	Phosphopantothenate--cysteine ligase 2	56	359
YIL083C	CAB2	2168205	CORNICHON-RELATED	63	347
YKL088W	CAB3	2130230	Flavin prenyltransferase-like	296	508
YKL088W	CAB3	2148621	Flavoprotein	310	498
YKL088W	CAB3	2148622	Flavin prenyltransferase-like	305	501
YKL088W	CAB3	2169315	Coenzyme A biosynthesis protein 3	296	508
YKL088W	CAB3	2169316	HOMO-OLIGOMERIC FLAVIN CONTAINING CYS DECARBOXYLASE FAMILY	187	554
YGR277C	CAB4	2129265	Rossmann-like alpha/beta/alpha sandwich fold	145	294
YGR277C	CAB4	2156296	Cytidyltransferase-like domain	147	288
YGR277C	CAB4	2156297	Nucleotidylyl transferase	146	290
YGR277C	CAB4	2167323	PPAT_CoAS	144	288
YGR277C	CAB4	2167324	DEPHOSPHO-COA KINASE-RELATED	158	295
YGR277C	CAB4	2167325	Phosphopantetheine adenylyltransferase	145	295
YDR196C	CAB5	2128515	P-loop containing nucleoside triphosphate hydrolase	1	207
YDR196C	CAB5	2158674	Dephospho-CoA kinase	1	203
YDR196C	CAB5	2158675	Dephospho-CoA kinase	2	187
YDR196C	CAB5	2158676	Dephospho-CoA kinase	3	211
YDR196C	CAB5	2158677	P-loop containing nucleoside triphosphate hydrolase	1	199
YDR196C	CAB5	2158678	Dephospho-CoA kinase	3	194
YDR196C	CAB5	2164932	DPCK	3	188
YDR196C	CAB5	2164933	Dephospho-CoA kinase CAB5	1	208
YDR196C	CAB5	2164934	DEPHOSPHO-COA KINASE-RELATED	1	192
YML102W	CAC2	2136239	WD40/YVTN repeat-like-containing domain superfamily	2	275
YML102W	CAC2	2136240	WD40/YVTN repeat-like-containing domain superfamily	321	459
YML102W	CAC2	2136241	Trp-Asp (WD) repeats circular profile.	67	99
YML102W	CAC2	2158835	WD40 repeat	11	43
YML102W	CAC2	2158836	WD40 repeat	64	99
YML102W	CAC2	2158837	WD40 repeat	372	396
YML102W	CAC2	2158838	Anaphase-promoting complex subunit 4-like, WD40 domain	133	186
YML102W	CAC2	2158839	WD40 repeat	9	52
YML102W	CAC2	2158840	WD40 repeat	67	108
YML102W	CAC2	2158841	WD40 repeat	2	43
YML102W	CAC2	2158842	WD40 repeat	60	99
YML102W	CAC2	2158843	WD40 repeat	129	173
YML102W	CAC2	2158844	WD40 repeat	176	215
YML102W	CAC2	2158845	WD40 repeat	361	401
YML102W	CAC2	2158846	WD40-repeat-containing domain superfamily	8	406
YML102W	CAC2	2170862	Chromatin assembly factor 1 subunit Cac2/CHAF1B/FAS2	1	434
YML102W	CAC2	2170863	Chromatin assembly factor-I p60 subunit	2	277
YDR423C	CAD1	2128436	YAP1 redox domain. Chain B	327	408
YDR423C	CAD1	2133245	-	38	135
YDR423C	CAD1	2144113	Basic-leucine zipper domain	46	90
YDR423C	CAD1	2144114	Transcription factor PAP1	350	405
YDR423C	CAD1	2144115	Basic-leucine zipper domain	48	63
YDR423C	CAD1	2144116	Basic-leucine zipper domain	43	106
YDR423C	CAD1	2144117	Basic-leucine zipper domain	41	105
YDR423C	CAD1	2144118	Yap1 redox domain superfamily	301	408
YDR423C	CAD1	2144119	Basic-leucine zipper domain superfamily	44	100
YDR423C	CAD1	2165339	bZIP_YAP	44	87
YDR423C	CAD1	2165340	TRANSCRIPTION FACTOR KAPC-RELATED	24	404
YNL278W	CAF120	2136536	PH-like domain superfamily	70	202
YNL278W	CAF120	2156685	Pleckstrin homology domain	78	203
YNL278W	CAF120	2156686	Pleckstrin homology domain	75	204
YNL278W	CAF120	2156687	Pleckstrin homology domain	76	206
YNL278W	CAF120	2156688	PH domain-like	77	214
YFL028C	CAF16	2133825	P-loop containing nucleoside triphosphate hydrolase	2	270
YFL028C	CAF16	2153993	ABC transporter-like, ATP-binding domain	26	176
YFL028C	CAF16	2153994	ABC transporter-like, ATP-binding domain	7	249
YFL028C	CAF16	2153995	AAA+ ATPase domain	33	232
YFL028C	CAF16	2153996	P-loop containing nucleoside triphosphate hydrolase	4	234
YFL028C	CAF16	2175237	ABC ATPase	1	261
YFL028C	CAF16	2175238	ABC_ATPase	8	226
YFL028C	CAF16	2175239	SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE	6	247
YOR276W	CAF20	2141644	Cap-associated protein Caf20	3	153
YKR036C	CAF4	2130247	WD40/YVTN repeat-like-containing domain superfamily	415	643
YKR036C	CAF4	2135218	-	166	235
YKR036C	CAF4	2135219	Trp-Asp (WD) repeats circular profile.	525	558
YKR036C	CAF4	2135220	Trp-Asp (WD) repeats circular profile.	420	455
YKR036C	CAF4	2135221	WD40/YVTN repeat-like-containing domain superfamily	247	414
YKR036C	CAF4	2135222	Trp-Asp (WD) repeats circular profile.	358	393
YKR036C	CAF4	2135223	-	81	124
YKR036C	CAF4	2148755	WD40 repeat	317	348
YKR036C	CAF4	2148756	WD40 repeat	355	391
YKR036C	CAF4	2148757	WD40 repeat	416	450
YKR036C	CAF4	2148758	WD40 repeat	519	555
YKR036C	CAF4	2148759	CCR4-associated factor 4	65	124
YKR036C	CAF4	2148760	G-protein beta WD-40 repeat	378	392
YKR036C	CAF4	2148761	G-protein beta WD-40 repeat	502	516
YKR036C	CAF4	2148762	G-protein beta WD-40 repeat	542	556
YKR036C	CAF4	2148763	WD40 repeat, conserved site	335	349
YKR036C	CAF4	2148764	WD40 repeat, conserved site	378	392
YKR036C	CAF4	2148765	WD40 repeat, conserved site	502	516
YKR036C	CAF4	2148766	WD40 repeat, conserved site	542	556
YKR036C	CAF4	2148767	WD40 repeat	315	357
YKR036C	CAF4	2148768	WD40 repeat	358	400
YKR036C	CAF4	2148769	WD40 repeat	420	459
YKR036C	CAF4	2148770	WD40 repeat	502	524
YKR036C	CAF4	2148771	WD40 repeat	525	564
YKR036C	CAF4	2148772	WD40 repeat	306	348
YKR036C	CAF4	2148773	WD40 repeat	351	391
YKR036C	CAF4	2148774	WD40 repeat	413	450
YKR036C	CAF4	2148775	WD40 repeat	477	515
YKR036C	CAF4	2148776	WD40 repeat	518	555
YKR036C	CAF4	2148777	WD40 repeat	558	594
YKR036C	CAF4	2148778	WD40 repeat	603	642
YKR036C	CAF4	2148779	WD40-repeat-containing domain superfamily	318	642
YKR036C	CAF4	2169371	WD40	318	641
YKR036C	CAF4	2169372	WD40 REPEAT PROTEIN	413	597
YNL288W	CAF40	2131368	Armadillo-like helical	102	373
YNL288W	CAF40	2156670	Cell differentiation family, Rcd1-like	109	367
YNL288W	CAF40	2156671	Armadillo-type fold	153	339
YNL288W	CAF40	2171894	Cell differentiation protein	98	370
YNL288W	CAF40	2171895	CCR4-NOT transcription complex subunit 9	102	371
YER048C	CAJ1	2133531	Chaperone J-domain superfamily	3	105
YER048C	CAJ1	2151390	DnaJ domain	6	68
YER048C	CAJ1	2151391	DNAJ-containing protein, X-domain	178	376
YER048C	CAJ1	2151392	DnaJ domain	8	26
YER048C	CAJ1	2151393	DnaJ domain	26	41
YER048C	CAJ1	2151394	DnaJ domain	43	63
YER048C	CAJ1	2151395	DnaJ domain	63	82
YER048C	CAJ1	2151396	DnaJ domain, conserved site	48	67
YER048C	CAJ1	2151397	DnaJ domain	6	71
YER048C	CAJ1	2151398	DnaJ domain	5	63
YER048C	CAJ1	2151399	Chaperone J-domain superfamily	2	101
YER048C	CAJ1	2165923	DnaJ domain	6	60
YER048C	CAJ1	2165924	DNAJ-LIKE PROTEIN 1	1	388
YER048C	CAJ1	2165925	DnaJ domain protein	3	101
YFL029C	CAK1	2128770	Protein kinase-like domain superfamily	23	363
YFL029C	CAK1	2133739	Transferase(Phosphotransferase) domain 1	125	365
YFL029C	CAK1	2153989	Protein kinase domain	24	363
YFL029C	CAK1	2153990	Serine/threonine-protein kinase, active site	152	164
YFL029C	CAK1	2153991	Protein kinase domain	1	368
YFL029C	CAK1	2153992	Protein kinase domain	10	363
YFL029C	CAK1	2175217	OVARIAN-SPECIFIC SERINE/THREONINE-PROTEIN KINASE LOK-RELATED	27	364
YPL048W	CAM1	2132139	Glutaredoxin	1	78
YPL048W	CAM1	2132140	-	80	219
YPL048W	CAM1	2132141	Elongation factor EF1B gamma, C-terminal domain superfamily	254	415
YPL048W	CAM1	2145449	Elongation factor 1B gamma, C-terminal	253	359
YPL048W	CAM1	2145450	Glutathione S-transferase, N-terminal	3	71
YPL048W	CAM1	2145451	Elongation factor 1B gamma, C-terminal	254	415
YPL048W	CAM1	2145452	Glutathione S-transferase, N-terminal	1	78
YPL048W	CAM1	2145453	Glutathione S-transferase, C-terminal-like	89	215
YPL048W	CAM1	2145454	Elongation factor 1B gamma, C-terminal	253	359
YPL048W	CAM1	2145455	Glutathione S-transferase, C-terminal domain superfamily	77	215
YPL048W	CAM1	2145456	Thioredoxin-like superfamily	1	73
YPL048W	CAM1	2145457	Elongation factor EF1B gamma, C-terminal domain superfamily	254	415
YPL048W	CAM1	2174141	Elongation factor 1 gamma	80	217
YPL048W	CAM1	2174142	Elongation factor 1 gamma	1	76
YPL048W	CAM1	2174143	GST_C_EF1Bgamma_like	92	214
YPL048W	CAM1	2174144	GST_N_EF1Bgamma	4	73
YPL048W	CAM1	2174145	Elongation factor 1-gamma 1	254	415
YPL048W	CAM1	2174146	Glutathione S-transferase, C-terminal	121	199
YPL048W	CAM1	2174147	ELONGATION FACTOR 1-GAMMA	3	415
YEL063C	CAN1	2133533	Amino acid/polyamine transporter I	83	548
YEL063C	CAN1	2139020	Amino acid permease/ SLC12A domain	92	554
YEL063C	CAN1	2139021	Amino acid permease, conserved site	117	148
YEL063C	CAN1	2139022	Amino acid permease, fungi	85	562
YEL063C	CAN1	2165749	AMINO ACID PERMEASE	48	587
YEL063C	CAN1	2165750	General amino acid permease	83	553
YKL007W	CAP1	2135493	F-actin-capping protein subunit alpha/beta, domain 2	106	238
YKL007W	CAP1	2135494	F-actin-capping protein subunit alpha	10	262
YKL007W	CAP1	2135495	F-actin capping protein, alpha subunit, domain 1	1	102
YKL007W	CAP1	2145205	F-actin-capping protein subunit alpha	153	167
YKL007W	CAP1	2145206	F-actin-capping protein subunit alpha	183	196
YKL007W	CAP1	2145207	F-actin-capping protein subunit alpha	232	251
YKL007W	CAP1	2145208	F-actin capping protein, alpha subunit, conserved site	184	192
YKL007W	CAP1	2145209	F-actin capping protein, alpha subunit, conserved site	236	246
YKL007W	CAP1	2145210	F-actin-capping protein subunit alpha/beta	1	262
YKL007W	CAP1	2169516	F-actin-capping protein subunit alpha	105	238
YKL007W	CAP1	2169517	F-actin-capping protein subunit alpha	3	265
YIL034C	CAP2	2129645	F-actin-capping protein subunit beta, N-terminal domain	1	89
YIL034C	CAP2	2134802	F-actin-capping protein subunit alpha/beta, domain 2	96	287
YIL034C	CAP2	2141767	F-actin-capping protein subunit beta	6	256
YIL034C	CAP2	2141768	F-actin-capping protein subunit beta	5	25
YIL034C	CAP2	2141769	F-actin-capping protein subunit beta	26	47
YIL034C	CAP2	2141770	F-actin-capping protein subunit beta	58	84
YIL034C	CAP2	2141771	F-actin-capping protein subunit beta	103	130
YIL034C	CAP2	2141772	F-actin-capping protein subunit beta	229	255
YIL034C	CAP2	2141773	F-actin capping protein, beta subunit, conserved site	63	68
YIL034C	CAP2	2141774	F-actin-capping protein subunit alpha/beta	2	264
YIL034C	CAP2	2168168	F-actin-capping protein subunit beta	96	271
YIL034C	CAP2	2168169	F-actin-capping protein subunit beta	1	281
YIL034C	CAP2	2168170	F-actin-capping protein subunit beta	2	90
YPL111W	CAR1	2132093	Ureohydrolase domain	3	333
YPL111W	CAR1	2137923	Ureohydrolase	14	327
YPL111W	CAR1	2138370	Ureohydrolase	119	134
YPL111W	CAR1	2138371	Ureohydrolase	142	169
YPL111W	CAR1	2138372	Ureohydrolase	199	217
YPL111W	CAR1	2138373	Ureohydrolase	251	280
YPL111W	CAR1	2138374	Ureohydrolase	286	300
YPL111W	CAR1	2138375	Ureohydrolase, manganese-binding site	254	275
YPL111W	CAR1	2138376	Ureohydrolase	3	333
YPL111W	CAR1	2138377	Ureohydrolase domain superfamily	15	329
YPL111W	CAR1	2138378	Arginase	16	333
YPL111W	CAR1	2173875	Ureohydrolase	9	332
YPL111W	CAR1	2173876	Arginase	15	327
YPL111W	CAR1	2173877	Arginase	3	333
YLR438W	CAR2	2135557	Pyridoxal phosphate-dependent transferase, small domain	15	412
YLR438W	CAR2	2135558	Pyridoxal phosphate-dependent transferase, major domain	62	324
YLR438W	CAR2	2140061	Aminotransferase class-III	18	421
YLR438W	CAR2	2140062	Aminotransferase class-III	3	424
YLR438W	CAR2	2140063	Aminotransferase class-III	238	277
YLR438W	CAR2	2140064	Pyridoxal phosphate-dependent transferase	16	422
YLR438W	CAR2	2140065	Ornithine aminotransferase	8	422
YLR438W	CAR2	2170647	Ornithine aminotransferase	311	423
YLR438W	CAR2	2170648	AMINOTRANSFERASE CLASS III	5	422
YLR438W	CAR2	2170649	Aminotransferase class-III	12	421
YLR438W	CAR2	2170650	Ornithine aminotransferase	62	324
YML042W	CAT2	2130498	Choline/Carnitine o-acyltransferase, domain 2	134	452
YML042W	CAT2	2136039	Chloramphenicol acetyltransferase-like domain superfamily	74	655
YML042W	CAT2	2136040	Choline/carnitine acyltransferase domain	77	650
YML042W	CAT2	2146964	Acyltransferase ChoActase/COT/CPT	74	89
YML042W	CAT2	2146965	Acyltransferase ChoActase/COT/CPT	356	383
YML042W	CAT2	2146966	CoA-dependent acyltransferases	71	448
YML042W	CAT2	2146967	CoA-dependent acyltransferases	449	665
YML042W	CAT2	2171016	Carnitine O-acetyltransferase, mitochondrial	134	452
YML042W	CAT2	2171017	Acyltransferase ChoActase/COT/CPT	60	659
YOR125C	CAT5	2153497	Ubiquinone biosynthesis protein Coq7	23	233
YOR125C	CAT5	2153498	Ferritin-like superfamily	52	130
YOR125C	CAT5	2172984	Ubiquinone biosynthesis protein COQ7	51	230
YOR125C	CAT5	2172985	Ubiquinone biosynthesis protein Coq7	24	233
YOR125C	CAT5	2172986	Ubiquinone biosynthesis protein Coq7	52	232
YMR280C	CAT8	2151475	Zn(2)-C6 fungal-type DNA-binding domain superfamily	63	125
YMR280C	CAT8	2151476	Zn(2)Cys(6) fungal-type DNA-binding domain	68	104
YMR280C	CAT8	2151477	Transcription factor domain, fungi	403	692
YMR280C	CAT8	2151478	Zn(2)Cys(6) fungal-type DNA-binding domain	69	97
YMR280C	CAT8	2151479	Zn(2)Cys(6) fungal-type DNA-binding domain	69	99
YMR280C	CAT8	2151480	Zn(2)Cys(6) fungal-type DNA-binding domain	64	108
YMR280C	CAT8	2151481	Transcription factor domain, fungi	541	621
YMR280C	CAT8	2151482	Zn(2)-C6 fungal-type DNA-binding domain superfamily	60	105
YMR280C	CAT8	2171597	TRANSCRIPTION FACTOR PDR1	54	1416
YMR280C	CAT8	2171598	fungal_TF_MHR	530	842
YMR280C	CAT8	2171599	Zn(2)Cys(6) fungal-type DNA-binding domain	65	100
YMR280C	CAT8	2171600	ZIP_Cat8	108	134
YGR036C	CAX4	2129482	Phosphatidic acid phosphatase type 2/haloperoxidase	60	181
YGR036C	CAX4	2134209	Phosphatidic acid phosphatase type 2/haloperoxidase	90	188
YGR036C	CAX4	2156028	Phosphatidic acid phosphatase type 2/haloperoxidase	60	179
YGR036C	CAX4	2156029	Phosphatidic acid phosphatase type 2/haloperoxidase superfamily	29	184
YGR036C	CAX4	2166917	SPHINGOSINE-1-PHOSPHATE PHOSPHOHYDROLASE	30	184
YGR036C	CAX4	2166918	Dolichylpyrophosphate phosphatase	96	190
YGR036C	CAX4	2166919	Dolichyldiphosphatase, PAP2 domain	17	179
YPL178W	CBC2	2137749	Nucleotide-binding alpha-beta plait domain superfamily	24	156
YPL178W	CBC2	2161043	RNA recognition motif domain	48	117
YPL178W	CBC2	2161044	RNA recognition motif domain	46	124
YPL178W	CBC2	2161045	RNA recognition motif domain	47	120
YPL178W	CBC2	2161046	RNA-binding domain superfamily	42	151
YPL178W	CBC2	2173701	Nuclear cap-binding protein subunit 2	22	156
YPL178W	CBC2	2173702	NCBP2, RNA recognition motif	48	125
YPL178W	CBC2	2173703	Nuclear cap-binding protein subunit 2	13	177
YJR060W	CBF1	2129963	Helix-loop-helix DNA-binding domain superfamily	216	280
YJR060W	CBF1	2142525	Myc-type, basic helix-loop-helix (bHLH) domain	223	270
YJR060W	CBF1	2142526	Myc-type, basic helix-loop-helix (bHLH) domain	222	270
YJR060W	CBF1	2142527	Myc-type, basic helix-loop-helix (bHLH) domain	228	276
YJR060W	CBF1	2142528	Helix-loop-helix DNA-binding domain superfamily	217	279
YJR060W	CBF1	2168662	CENTROMERE-BINDING PROTEIN 1	24	338
YJR060W	CBF1	2168663	Centromere-binding protein 1-like, bHLHzip domain	217	303
YGR140W	CBF2	2129584	Integrase/recombinase, N-terminal	44	168
YGR140W	CBF2	2129585	Ndc10, domain 2 superfamily	182	537
YGR140W	CBF2	2146355	Transcription activator GCR1-like domain	843	922
YGR140W	CBF2	2146356	Ndc10, domain 2	185	496
YGR140W	CBF2	2167159	Ndc10	29	506
YGR140W	CBF2	2167160	Centromere binding factor CBF3 subunit	44	168
YLR175W	CBF5	2135574	PUA domain superfamily	19	350
YLR175W	CBF5	2147511	Pseudouridine synthase	52	258
YLR175W	CBF5	2147512	PUA domain	267	339
YLR175W	CBF5	2147513	Pseudouridine synthase II, N-terminal	80	196
YLR175W	CBF5	2147514	Dyskerin-like	19	76
YLR175W	CBF5	2147515	tRNA pseudouridylate synthase B, C-terminal	197	263
YLR175W	CBF5	2147516	PUA domain profile.	266	341
YLR175W	CBF5	2147517	PUA domain	267	341
YLR175W	CBF5	2147518	Dyskerin-like	18	76
YLR175W	CBF5	2147519	Pseudouridine synthase, catalytic domain superfamily	19	264
YLR175W	CBF5	2147520	PUA-like superfamily	266	347
YLR175W	CBF5	2147521	tRNA pseudouridine synthase B family	26	351
YLR175W	CBF5	2147522	Uncharacterised domain CHP00451	260	334
YLR175W	CBF5	2170171	PUA_Cbf5	265	339
YLR175W	CBF5	2170172	H/ACA ribonucleoprotein complex subunit CBF5	52	258
YLR175W	CBF5	2170173	tRNA pseudouridine synthase B family	3	467
YLR175W	CBF5	2170174	PseudoU_synth_hDyskerin	58	240
YNL161W	CBK1	2130987	Phosphorylase Kinase; domain 1	321	435
YNL161W	CBK1	2130988	Protein kinase-like domain superfamily	334	713
YNL161W	CBK1	2136539	Transferase(Phosphotransferase) domain 1	436	501
YNL161W	CBK1	2136540	Phosphorylase Kinase; domain 1	676	738
YNL161W	CBK1	2136541	Transferase(Phosphotransferase) domain 1	570	674
YNL161W	CBK1	2156863	Protein kinase domain	352	505
YNL161W	CBK1	2156864	Protein kinase domain	568	672
YNL161W	CBK1	2156865	Protein kinase, ATP binding site	358	381
YNL161W	CBK1	2156866	Serine/threonine-protein kinase, active site	471	483
YNL161W	CBK1	2156867	Protein kinase domain	352	672
YNL161W	CBK1	2156868	AGC-kinase, C-terminal	673	754
YNL161W	CBK1	2156869	AGC-kinase, C-terminal	673	746
YNL161W	CBK1	2156870	Protein kinase domain	352	672
YNL161W	CBK1	2172176	Serine/threonine-protein kinase cot-1	325	435
YNL161W	CBK1	2172177	MobB_CBK1	269	341
YNL161W	CBK1	2172178	Serine/threonine-protein kinase CBK1	676	738
YNL161W	CBK1	2172179	Non-specific serine/threonine protein kinase	436	504
YNL161W	CBK1	2172180	SERINE/THREONINE-PROTEIN KINASE	211	701
YNL161W	CBK1	2172181	Serine/threonine-protein kinase CBK1	525	689
YNL161W	CBK1	2172182	STKc_NDR_like_fungal	350	748
YHL038C	CBP2	2138706	Cytochrome B pre-mRNA-processing protein 2	1	630
YPL215W	CBP3	2143300	Ubiquinol-cytochrome c chaperone	145	288
YPL215W	CBP3	2173614	Ubiquinol-cytochrome c chaperone, CBP3	1	300
YGR174C	CBP4	2129221	Cbp4	24	167
YGR174C	CBP4	2129222	Cbp4	26	153
YBR120C	CBP6	2139703	Cytochrome B pre-mRNA-processing protein 6	1	162
YBR120C	CBP6	2163340	Complex III assembly factor UQCC2/CBP6	12	140
YIL043C	CBR1	2134750	Translation factors	30	131
YIL043C	CBR1	2134751	Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	132	273
