SYSTEMATIC.name	Gene.proteins.secondaryIdentifier	PROTEINS.molecular_weight	PROTEINS.pI	PROTEINS.gravy_score	PROTEINS.aromaticity_score	PROTEINS.cai	PROTEINS.instability_index	PROTEINS.aliphatic_index
YDR244W	YDR244W	69298.8	4.68	-0.72	0.08	0.11	44.15	68.06
YDR245W	YDR245W	46746.4	6.88	-0.61	0.15	0.13	46.18	67.91
YDR246W	YDR246W	24867.6	9.23	-0.48	0.1	0.12	40.63	73.32
YDR246W-A	YDR246W-A	7670.9	10.13	-0.39	0.11	0.07	89.98	65.8
YDR247W	YDR247W	52132.8	6.9	-0.39	0.09	0.17	47.43	79.58
YDR248C	YDR248C	22173.9	7.2	-0.4	0.08	0.16	33.38	80.78
YDR249C	YDR249C	43795.0	8.95	-0.2	0.13	0.12	53.67	88.88
YDR250C	YDR250C	10501.1	8.33	-0.21	0.14	0.09	36.45	65.44
YDR251W	YDR251W	92878.2	8.73	-0.62	0.07	0.13	49.02	74.49
YDR252W	YDR252W	16623.1	9.14	-0.71	0.04	0.12	30.29	78.25
YDR253C	YDR253C	21535.0	10.64	-0.97	0.03	0.12	60.01	70.69
YDR254W	YDR254W	52679.3	9.19	-0.31	0.11	0.1	45.14	89.08
YDR255C	YDR255C	49174.2	8.39	-0.51	0.1	0.14	44.97	78.04
YDR256C	YDR256C	58555.1	7.49	-0.63	0.12	0.16	30.03	60.66
YDR257C	YDR257C	57271.3	4.69	-0.41	0.08	0.17	45.9	88.59
YDR258C	YDR258C	91340.3	8.24	-0.41	0.05	0.21	32.76	94.71
YDR259C	YDR259C	43601.0	9.05	-1.07	0.05	0.13	56.79	64.01
YDR260C	YDR260C	19347.2	4.86	-1.0	0.09	0.09	51.99	50.23
YDR261C	YDR261C	63492.5	5.01	-0.3	0.13	0.15	31.17	79.18
YDR262W	YDR262W	30626.9	5.06	-0.35	0.08	0.12	43.4	88.98
YDR263C	YDR263C	49054.1	9.77	-0.23	0.09	0.13	35.51	87.96
YDR264C	YDR264C	85818.7	5.48	-0.01	0.11	0.13	29.06	91.34
YDR265W	YDR265W	39117.5	9.59	-0.22	0.11	0.14	50.72	83.35
YDR266C	YDR266C	72779.0	9.3	-0.84	0.08	0.17	48.72	59.74
YDR267C	YDR267C	37247.7	4.36	-0.27	0.11	0.13	29.57	80.83
YDR268W	YDR268W	43023.9	9.63	-0.38	0.08	0.13	38.35	82.67
YDR269C	YDR269C	11504.6	6.75	0.81	0.06	0.09	50.33	123.8
YDR270W	YDR270W	109801.8	4.79	0.21	0.08	0.14	30.43	100.57
YDR271C	YDR271C	13615.0	5.8	0.17	0.09	0.11	77.32	96.38
YDR272W	YDR272W	31320.9	6.11	-0.66	0.08	0.15	23.66	67.64
YDR273W	YDR273W	40140.7	4.48	-0.76	0.05	0.14	47.27	73.68
YDR274C	YDR274C	13939.5	11.48	0.13	0.14	0.07	50.83	74.54
YDR275W	YDR275W	26573.8	5.0	-0.04	0.09	0.12	53.81	98.43
YDR276C	YDR276C	6136.5	4.02	1.32	0.13	0.34	49.1	153.98
YDR277C	YDR277C	49069.0	9.49	-0.67	0.07	0.12	65.23	71.6
YDR278C	YDR278C	11920.1	10.2	0.22	0.11	0.1	37.86	88.49
YDR279W	YDR279W	39484.0	7.61	-0.49	0.1	0.13	31.21	76.16
YDR280W	YDR280W	33947.2	4.72	-0.12	0.06	0.14	51.64	90.21
YDR281C	YDR281C	11879.9	4.31	0.13	0.09	0.08	26.38	103.48
YDR282C	YDR282C	47169.1	6.1	-0.41	0.08	0.11	42.52	86.73
YDR283C	YDR283C	190176.2	6.29	-0.48	0.09	0.14	44.66	81.52
YDR284C	YDR284C	33509.2	6.42	0.16	0.14	0.16	41.04	97.53
YDR285W	YDR285W	100030.3	6.81	-1.04	0.04	0.15	49.38	70.85
YDR286C	YDR286C	13423.7	8.23	-0.42	0.09	0.13	56.17	78.96
YDR287W	YDR287W	32085.9	5.4	-0.13	0.1	0.12	31.82	79.22
YDR288W	YDR288W	33954.8	5.02	-0.32	0.06	0.12	42.05	96.85
YDR289C	YDR289C	46457.5	4.53	-0.95	0.06	0.16	54.52	67.96
YDR290W	YDR290W	13049.3	7.28	0.45	0.21	0.18	61.98	94.9
YDR291W	YDR291W	123536.9	6.65	-0.34	0.09	0.14	42.06	81.39
YDR292C	YDR292C	69276.8	7.19	-0.48	0.08	0.15	34.95	78.46
YDR293C	YDR293C	139955.0	7.71	-0.7	0.07	0.19	55.35	72.82
YDR294C	YDR294C	65569.3	8.15	-0.11	0.1	0.16	40.96	87.04
YDR295C	YDR295C	77069.3	9.09	-0.71	0.07	0.13	46.51	82.34
YDR296W	YDR296W	26907.1	9.96	-0.8	0.12	0.11	39.09	66.73
YDR297W	YDR297W	40736.6	8.73	-0.11	0.15	0.21	39.23	76.44
YDR298C	YDR298C	22823.7	10.27	-0.09	0.05	0.23	24.03	102.69
YDR299W	YDR299W	61162.5	4.41	-1.03	0.06	0.21	52.79	70.47
YDR300C	YDR300C	47158.6	6.75	-0.22	0.05	0.2	26.3	97.5
YDR301W	YDR301W	153381.3	5.7	-0.27	0.09	0.15	36.85	89.77
YDR302W	YDR302W	25272.2	9.72	0.44	0.16	0.15	21.23	103.78
YDR303C	YDR303C	101725.5	8.15	-0.34	0.09	0.15	49.96	91.18
YDR304C	YDR304C	25317.9	5.32	-0.28	0.1	0.26	34.03	75.29
YDR305C	YDR305C	24788.6	9.57	-0.55	0.09	0.16	35.56	82.29
YDR306C	YDR306C	54447.4	8.73	-0.3	0.1	0.12	43.91	85.05
YDR307W	YDR307W	77565.9	6.78	0.07	0.17	0.14	36.3	91.45
YDR308C	YDR308C	16063.5	4.66	-0.51	0.04	0.14	43.01	92.5
YDR309C	YDR309C	42864.0	10.06	-0.93	0.07	0.15	64.39	58.27
YDR310C	YDR310C	118187.6	6.08	-0.81	0.05	0.13	48.0	68.94
YDR311W	YDR311W	72891.4	6.89	-0.65	0.06	0.19	37.45	79.16
YDR312W	YDR312W	51864.8	9.69	-0.89	0.04	0.16	50.96	72.13
YDR313C	YDR313C	32664.9	5.74	-0.7	0.08	0.12	56.0	53.56
YDR314C	YDR314C	82074.8	9.94	-0.65	0.11	0.14	46.93	79.55
YDR315C	YDR315C	32920.4	7.95	-0.29	0.11	0.12	33.51	95.11
YDR316W	YDR316W	55610.9	9.99	-0.81	0.09	0.15	49.77	71.46
YDR317W	YDR317W	47350.1	9.38	-0.3	0.11	0.13	42.17	82.8
YDR318W	YDR318W	42950.1	4.65	-0.44	0.09	0.13	38.98	90.55
YDR319C	YDR319C	32017.3	8.53	0.63	0.17	0.12	38.34	108.86
YDR320C	YDR320C	75000.5	4.91	-0.71	0.07	0.15	44.53	72.15
YDR320C-A	YDR320C-A	8155.4	7.52	-0.49	0.03	0.09	46.63	96.87
YDR320W-B	YDR320W-B	5340.0	11.25	0.44	0.09	0.13	28.18	106.84
YDR321W	YDR321W	41385.6	5.08	-0.07	0.07	0.22	41.56	93.04
YDR322C-A	YDR322C-A	10874.6	5.91	-0.37	0.08	0.14	41.1	83.85
YDR322W	YDR322W	42838.6	10.02	-0.55	0.11	0.16	51.95	79.9
YDR323C	YDR323C	59455.3	8.55	-0.53	0.06	0.13	50.04	86.9
YDR324C	YDR324C	87796.4	6.52	-0.4	0.08	0.17	34.94	84.5
YDR325W	YDR325W	117793.1	4.51	-0.31	0.07	0.13	46.88	95.03
YDR326C	YDR326C	160577.3	7.49	-0.7	0.07	0.15	42.89	70.22
YDR327W	YDR327W	12308.4	9.68	-0.04	0.11	0.1	32.01	92.7
YDR328C	YDR328C	22305.4	4.11	-0.95	0.06	0.19	57.25	68.03
YDR329C	YDR329C	50672.1	6.28	-0.35	0.09	0.1	45.01	86.4
YDR330W	YDR330W	56700.3	4.29	-0.72	0.07	0.16	46.83	72.51
YDR331W	YDR331W	47380.6	4.76	-0.25	0.12	0.13	38.75	82.89
YDR332W	YDR332W	78561.4	9.26	-0.31	0.08	0.12	36.52	88.0
YDR333C	YDR333C	83405.7	5.38	-0.58	0.1	0.15	52.26	77.15
YDR334W	YDR334W	174502.0	6.15	-0.75	0.08	0.14	43.85	73.5
YDR335W	YDR335W	142084.9	4.98	-0.18	0.1	0.15	40.17	94.12
YDR336W	YDR336W	35635.0	10.32	-0.35	0.08	0.13	38.12	86.01
YDR337W	YDR337W	33076.9	10.59	-0.61	0.07	0.13	55.3	78.66
YDR338C	YDR338C	77824.7	4.97	0.16	0.12	0.12	39.47	97.87
YDR339C	YDR339C	21630.1	10.48	-0.37	0.06	0.15	22.43	88.93
YDR340W	YDR340W	11545.8	8.96	0.38	0.12	0.09	33.84	114.83
YDR341C	YDR341C	69520.6	6.76	-0.32	0.1	0.28	33.0	84.45
YDR342C	YDR342C	62737.6	7.84	0.36	0.13	0.52	36.83	91.74
YDR343C	YDR343C	62707.6	7.84	0.37	0.13	0.52	36.95	91.9
YDR344C	YDR344C	17504.2	8.33	-0.37	0.17	0.1	61.28	56.03
YDR345C	YDR345C	62558.2	7.1	0.32	0.14	0.49	34.25	81.61
YDR346C	YDR346C	54312.8	4.16	-0.64	0.1	0.25	49.5	65.44
YDR347W	YDR347W	36736.3	9.48	-0.56	0.1	0.1	37.04	73.18
YDR348C	YDR348C	55008.8	10.04	-1.13	0.06	0.15	57.8	47.7
YDR349C	YDR349C	64483.7	4.55	-0.02	0.1	0.12	38.98	86.16
YDR350C	YDR350C	79780.5	9.61	-0.24	0.12	0.11	46.04	87.42
YDR351W	YDR351W	98981.8	8.45	-0.62	0.07	0.11	51.5	74.23
YDR352W	YDR352W	35170.2	4.64	0.05	0.12	0.1	46.8	95.41
YDR353W	YDR353W	34233.4	5.74	-0.16	0.07	0.32	38.62	81.05
YDR354C-A	YDR354C-A	5086.1	4.54	0.17	0.02	0.15	82.59	112.17
YDR354W	YDR354W	41367.7	6.66	-0.05	0.07	0.14	34.01	97.41
YDR355C	YDR355C	10626.7	4.64	0.93	0.1	0.07	28.76	112.2
YDR356W	YDR356W	111780.2	7.07	-1.22	0.04	0.15	51.23	75.25
YDR357C	YDR357C	13951.9	4.79	-0.67	0.07	0.14	23.92	80.29
YDR358W	YDR358W	62310.2	5.27	-0.57	0.05	0.14	50.49	86.83
YDR359C	YDR359C	112519.7	9.52	-0.87	0.06	0.12	65.4	71.86
YDR360W	YDR360W	15976.6	10.52	0.15	0.1	0.06	41.72	99.02
YDR361C	YDR361C	32639.5	4.44	-0.69	0.1	0.21	46.13	72.59
YDR362C	YDR362C	74702.2	6.57	-0.32	0.09	0.11	37.8	80.87
YDR363W	YDR363W	52520.0	4.69	-0.92	0.06	0.14	53.11	66.54
YDR363W-A	YDR363W-A	10372.1	3.92	-1.24	0.08	0.19	27.82	54.18
YDR364C	YDR364C	52045.4	7.22	-0.84	0.1	0.14	40.85	61.16
YDR365C	YDR365C	72384.6	4.89	-1.3	0.07	0.23	39.42	49.37
YDR366C	YDR366C	15544.9	9.29	0.9	0.15	0.1	45.72	141.81
YDR367W	YDR367W	25486.0	8.19	0.32	0.14	0.16	32.1	105.56
YDR368W	YDR368W	34754.3	7.15	-0.19	0.08	0.26	29.93	92.92
YDR369C	YDR369C	96370.8	8.43	-0.66	0.07	0.14	51.46	72.33
YDR370C	YDR370C	50498.7	8.41	-0.41	0.08	0.12	40.56	80.93
YDR371C-A	YDR371C-A	3690.6	10.79	1.1	0.03	0.23	29.13	152.66
YDR371W	YDR371W	59121.5	8.38	-0.48	0.14	0.14	39.19	73.08
YDR372C	YDR372C	39275.2	4.75	-0.33	0.07	0.18	44.6	94.88
YDR373W	YDR373W	22001.1	4.64	-0.38	0.13	0.15	34.52	70.89
YDR374C	YDR374C	36057.8	9.44	-0.82	0.12	0.16	42.37	66.88
YDR374W-A	YDR374W-A	10238.6	4.39	-0.55	0.07	0.1	70.44	92.34
YDR375C	YDR375C	51113.1	9.17	-0.33	0.09	0.15	35.36	80.28
YDR376W	YDR376W	56246.8	9.36	-0.46	0.1	0.15	38.31	79.87
YDR377W	YDR377W	11322.3	10.66	-0.29	0.13	0.21	42.82	71.53
YDR378C	YDR378C	9396.7	5.79	-0.15	0.08	0.13	36.31	87.13
YDR379C-A	YDR379C-A	9359.0	10.7	-0.76	0.09	0.16	34.63	75.87
YDR379W	YDR379W	113296.5	7.94	-0.76	0.05	0.12	47.06	73.39
YDR380W	YDR380W	71378.1	6.51	-0.22	0.1	0.16	33.45	85.09
YDR381C-A	YDR381C-A	12722.7	10.3	-0.75	0.08	0.13	38.38	72.32
YDR381W	YDR381W	24985.3	11.89	-0.95	0.03	0.28	44.57	64.72
YDR382W	YDR382W	11035.1	3.8	-0.13	0.05	0.76	36.06	82.44
YDR383C	YDR383C	26957.6	4.24	-0.53	0.04	0.11	49.93	95.91
YDR384C	YDR384C	30020.7	4.36	0.37	0.14	0.13	38.23	91.21
YDR385W	YDR385W	93279.1	6.23	-0.18	0.07	0.8	30.98	86.45
YDR386W	YDR386W	72318.7	8.68	-0.57	0.08	0.12	47.86	79.37
YDR387C	YDR387C	61513.5	8.22	0.49	0.12	0.12	44.0	107.79
YDR388W	YDR388W	52769.7	5.82	-0.48	0.1	0.18	46.0	64.74
YDR389W	YDR389W	73649.4	10.12	-0.86	0.07	0.13	56.15	67.28
YDR390C	YDR390C	71238.5	4.74	-0.34	0.07	0.15	46.04	90.04
YDR391C	YDR391C	26271.1	6.36	-0.4	0.11	0.17	42.39	71.17
YDR392W	YDR392W	38801.6	8.25	-0.82	0.06	0.14	43.63	69.2
YDR393W	YDR393W	53578.4	9.49	-0.75	0.09	0.15	45.58	75.19
YDR394W	YDR394W	47886.3	5.17	-0.29	0.06	0.21	39.18	94.88
YDR395W	YDR395W	108345.9	4.34	0.01	0.1	0.2	48.46	101.65
YDR396W	YDR396W	18188.1	4.04	0.47	0.08	0.21	55.18	107.29
YDR397C	YDR397C	16641.0	4.61	-0.52	0.05	0.11	68.58	82.73
YDR398W	YDR398W	71967.1	4.56	-0.42	0.07	0.17	40.69	86.62
YDR399W	YDR399W	25184.9	5.4	-0.42	0.09	0.29	30.04	82.97
YDR400W	YDR400W	37949.6	5.07	-0.16	0.11	0.14	30.69	84.09
YDR401W	YDR401W	20877.9	11.03	0.31	0.13	0.11	44.66	95.63
YDR402C	YDR402C	56079.7	9.02	-0.09	0.12	0.14	33.9	91.48
YDR403W	YDR403W	61382.2	6.51	-0.37	0.11	0.17	34.35	76.84
YDR404C	YDR404C	19059.2	7.96	-0.01	0.1	0.15	37.05	88.52
YDR405W	YDR405W	30576.6	9.95	-0.69	0.09	0.09	45.97	71.77
YDR406W	YDR406W	172264.5	8.0	-0.17	0.12	0.18	40.21	75.53
YDR406W-A	YDR406W-A	10125.2	10.34	0.68	0.28	0.15	21.58	104.29
YDR407C	YDR407C	147664.4	7.6	-0.18	0.1	0.14	45.12	92.51
YDR408C	YDR408C	23536.4	6.39	-0.11	0.05	0.12	47.84	100.89
YDR409W	YDR409W	100792.4	6.93	-0.78	0.05	0.12	45.52	69.76
YDR410C	YDR410C	27888.8	8.11	0.33	0.17	0.12	35.27	101.88
YDR411C	YDR411C	38143.1	9.8	-0.04	0.13	0.1	30.08	78.27
YDR412W	YDR412W	27983.9	10.03	-1.41	0.07	0.16	54.98	57.22
YDR413C	YDR413C	21336.2	9.04	0.81	0.17	0.13	43.08	100.65
YDR414C	YDR414C	43242.5	9.6	0.33	0.15	0.11	47.04	109.13
YDR415C	YDR415C	42471.3	5.57	-0.31	0.11	0.14	40.1	77.27
YDR416W	YDR416W	100200.8	4.91	-0.37	0.11	0.13	47.7	84.56
YDR417C	YDR417C	13086.3	6.47	0.56	0.15	0.08	27.67	93.96
YDR418W	YDR418W	17828.9	10.1	-0.34	0.04	0.77	33.36	91.7
YDR419W	YDR419W	71523.8	8.37	-0.4	0.09	0.11	30.61	81.02
YDR420W	YDR420W	188883.6	4.44	-0.26	0.07	0.1	59.55	70.49
YDR421W	YDR421W	108196.6	6.14	-0.54	0.08	0.12	48.59	78.73
YDR422C	YDR422C	91055.8	6.56	-0.77	0.06	0.13	49.8	66.57
YDR423C	YDR423C	45751.4	7.09	-0.66	0.04	0.11	51.17	77.44
YDR424C	YDR424C	10442.0	8.83	-0.28	0.12	0.16	9.2	84.6
YDR425W	YDR425W	70736.8	7.02	-0.41	0.08	0.15	58.12	89.0
YDR426C	YDR426C	14616.6	8.27	0.69	0.16	0.2	27.23	113.79
YDR427W	YDR427W	45773.7	5.5	-0.3	0.11	0.22	28.4	94.8
YDR428C	YDR428C	29983.6	4.98	-0.21	0.1	0.14	48.71	90.82
YDR429C	YDR429C	30500.9	6.79	-0.68	0.05	0.25	51.05	68.83
YDR430C	YDR430C	112165.1	6.37	-0.43	0.1	0.15	37.32	80.2
YDR431W	YDR431W	12400.8	10.01	0.12	0.2	0.1	50.69	84.14
YDR432W	YDR432W	45393.9	5.25	-1.1	0.1	0.36	65.8	38.99
YDR433W	YDR433W	15578.0	3.59	0.6	0.01	0.09	54.95	113.91
YDR434W	YDR434W	60783.3	4.44	-0.09	0.11	0.14	38.93	93.72
YDR435C	YDR435C	37695.0	7.42	-0.2	0.09	0.12	57.85	91.7
YDR436W	YDR436W	78515.0	9.71	-0.72	0.07	0.11	59.62	62.66
YDR437W	YDR437W	16079.7	3.95	0.23	0.13	0.1	47.99	101.72
YDR438W	YDR438W	41380.8	6.02	0.73	0.14	0.11	31.52	115.81
YDR439W	YDR439W	39367.7	10.21	-1.02	0.03	0.1	54.18	76.13
YDR440W	YDR440W	66219.2	9.46	-0.61	0.08	0.13	44.45	75.82
YDR441C	YDR441C	19974.0	4.58	0.21	0.1	0.14	40.83	101.02
YDR442W	YDR442W	14463.2	8.67	0.22	0.08	0.07	59.14	89.36
YDR443C	YDR443C	159965.3	5.51	-0.46	0.08	0.12	46.78	81.51
YDR444W	YDR444W	78111.9	8.56	-0.5	0.09	0.11	40.56	80.17
YDR445C	YDR445C	15389.8	8.08	0.39	0.18	0.11	50.8	85.06
YDR446W	YDR446W	34115.8	8.55	-0.91	0.06	0.11	50.32	71.72
YDR447C	YDR447C	15820.7	11.15	-0.79	0.05	0.76	47.0	82.24
YDR448W	YDR448W	50564.8	6.64	-0.74	0.1	0.12	48.52	67.64
YDR449C	YDR449C	52430.0	9.33	-0.63	0.11	0.18	41.4	81.92
YDR450W	YDR450W	17049.9	10.9	-0.7	0.06	0.78	36.59	84.49
YDR451C	YDR451C	39626.0	10.67	-0.78	0.05	0.13	60.99	62.36
YDR452W	YDR452W	78341.0	6.85	-0.62	0.11	0.15	41.39	71.09
YDR453C	YDR453C	21615.0	7.42	-0.1	0.1	0.27	21.13	90.78
YDR454C	YDR454C	20637.5	7.34	-0.39	0.1	0.31	20.74	72.46
YDR455C	YDR455C	10690.1	6.77	-0.02	0.06	0.11	68.24	78.69
YDR456W	YDR456W	70124.3	4.43	0.38	0.11	0.16	41.8	108.86
YDR457W	YDR457W	374051.1	4.83	-0.3	0.09	0.15	42.77	89.34
YDR458C	YDR458C	76379.6	7.91	-0.85	0.07	0.13	50.8	72.13
YDR459C	YDR459C	42930.3	8.46	0.07	0.13	0.12	50.92	92.92
YDR460W	YDR460W	38124.8	5.9	-0.81	0.09	0.14	41.39	69.42
YDR461C-A	YDR461C-A	9101.1	6.8	-1.35	0.07	0.1	44.38	27.93
YDR461W	YDR461W	3927.6	8.51	-0.4	0.08	0.56	44.84	57.4
YDR462W	YDR462W	17358.6	11.19	-0.75	0.07	0.11	63.21	70.8
YDR463W	YDR463W	58088.6	7.58	-0.71	0.08	0.14	58.0	62.32
YDR464C-A	YDR464C-A	6864.0	9.94	0.38	0.18	0.07	48.8	67.97
YDR464W	YDR464W	161617.4	9.59	-1.08	0.03	0.14	53.99	64.54
YDR465C	YDR465C	47430.2	4.19	-0.46	0.12	0.18	42.87	76.74
YDR466W	YDR466W	100505.9	10.06	-0.62	0.07	0.11	42.34	73.88
YDR467C	YDR467C	12183.9	8.74	1.01	0.14	0.1	34.23	129.78
YDR468C	YDR468C	25796.1	4.23	-0.71	0.04	0.19	46.75	85.05
YDR469W	YDR469W	19434.4	4.44	-0.93	0.03	0.11	59.42	68.0
YDR470C	YDR470C	57541.4	6.8	-0.25	0.11	0.15	29.87	86.77
YDR471W	YDR471W	15525.5	11.08	-0.56	0.1	0.52	21.85	65.4
YDR472W	YDR472W	31722.1	7.54	-0.35	0.1	0.13	45.82	74.08
YDR473C	YDR473C	55877.0	8.91	-1.18	0.09	0.13	48.09	60.16
YDR474C	YDR474C	""	""	""	""	""	""	""
YDR475C	YDR475C	98726.3	10.2	-0.86	0.07	0.11	63.15	63.54
YDR476C	YDR476C	25262.7	6.51	0.27	0.09	0.1	28.92	114.98
YDR477W	YDR477W	72033.1	6.65	-0.57	0.08	0.19	52.16	77.32
YDR478W	YDR478W	22558.3	10.24	-0.85	0.08	0.11	41.71	59.0
YDR479C	YDR479C	63535.2	6.05	-0.33	0.1	0.11	43.72	84.73
YDR480W	YDR480W	36878.8	7.41	-0.98	0.07	0.14	58.91	60.34
YDR481C	YDR481C	62976.5	5.33	-0.4	0.09	0.16	33.78	78.47
YDR482C	YDR482C	15768.9	10.31	-1.44	0.02	0.06	75.12	53.33
YDR483W	YDR483W	51372.0	5.07	-0.57	0.15	0.28	41.41	62.31
YDR484W	YDR484W	74322.5	5.46	-0.51	0.11	0.14	44.85	81.56
YDR485C	YDR485C	90549.9	4.83	-1.12	0.05	0.14	56.55	60.84
YDR486C	YDR486C	25846.9	4.17	-0.89	0.03	0.14	56.03	77.5
YDR487C	YDR487C	22561.0	5.57	-0.23	0.05	0.2	28.23	79.96
YDR488C	YDR488C	60058.7	4.99	-0.41	0.07	0.08	51.55	82.25
YDR489W	YDR489W	33929.9	4.45	-0.43	0.07	0.16	41.0	91.82
YDR490C	YDR490C	86272.6	9.76	-0.54	0.08	0.11	41.19	73.51
YDR491C	YDR491C	18836.8	10.07	0.14	0.08	0.08	51.83	103.69
YDR492W	YDR492W	36499.1	8.59	0.4	0.17	0.19	41.02	88.58
YDR493W	YDR493W	13936.3	10.56	-0.79	0.04	0.12	42.07	69.16
YDR494W	YDR494W	41242.8	10.63	-0.89	0.07	0.13	46.37	62.64
YDR495C	YDR495C	116877.0	4.76	-0.4	0.09	0.12	42.94	91.75
YDR496C	YDR496C	75101.3	6.88	-0.59	0.07	0.25	41.05	86.84
YDR497C	YDR497C	63566.2	6.51	0.38	0.1	0.2	35.95	102.82
YDR498C	YDR498C	43874.4	5.88	-0.3	0.08	0.14	46.8	92.63
YDR499W	YDR499W	86409.5	5.88	-0.25	0.08	0.12	42.52	99.04
YDR500C	YDR500C	9890.7	12.31	-1.18	0.08	0.71	53.4	19.77
YDR501W	YDR501W	58219.9	9.76	-0.61	0.06	0.14	54.95	77.45
YDR502C	YDR502C	42245.2	4.98	-0.31	0.08	0.5	35.22	81.23
YDR503C	YDR503C	31591.6	8.4	0.27	0.12	0.11	45.94	101.45
YDR504C	YDR504C	15586.7	9.18	0.84	0.28	0.21	33.76	90.67
YDR505C	YDR505C	95340.7	6.65	-0.79	0.09	0.15	43.49	66.46
YDR506C	YDR506C	69268.6	6.36	-0.3	0.11	0.14	30.16	80.73
YDR507C	YDR507C	129883.9	9.81	-0.8	0.06	0.16	53.26	76.47
YDR508C	YDR508C	73600.7	7.8	0.11	0.12	0.2	37.61	88.9
YDR509W	YDR509W	14123.2	10.64	0.53	0.23	0.15	41.16	95.39
YDR510C-A	YDR510C-A	4419.3	9.19	0.55	0.21	0.09	23.85	95.92
YDR510W	YDR510W	11591.1	4.66	-0.85	0.06	0.31	54.38	66.9
YDR511W	YDR511W	15786.3	9.64	-0.82	0.08	0.14	52.94	82.17
YDR512C	YDR512C	21075.1	8.69	-0.57	0.11	0.08	43.64	57.49
YDR513W	YDR513W	15861.6	7.41	0.02	0.07	0.21	31.89	101.87
YDR514C	YDR514C	55501.6	9.05	-0.46	0.1	0.11	36.5	78.0
YDR515W	YDR515W	50954.8	9.74	-1.14	0.09	0.16	47.28	52.64
YDR516C	YDR516C	55912.4	6.21	-0.23	0.08	0.18	44.62	90.44
YDR517W	YDR517W	41105.3	4.88	-0.4	0.09	0.13	50.5	76.32
YDR518W	YDR518W	58949.2	4.53	-0.17	0.1	0.2	35.81	93.41
YDR519W	YDR519W	14485.0	5.14	0.36	0.09	0.19	37.51	103.77
YDR520C	YDR520C	88652.7	8.03	-0.43	0.11	0.12	38.12	76.6
YDR521W	YDR521W	12689.0	5.8	0.57	0.17	0.12	39.49	106.82
YDR522C	YDR522C	55938.9	7.04	-0.17	0.07	0.16	40.86	99.62
YDR523C	YDR523C	55705.6	7.76	-0.39	0.08	0.14	44.85	82.96
YDR524C	YDR524C	54518.1	10.03	-0.42	0.08	0.14	43.71	80.2
YDR524C-A	YDR524C-A	4660.8	6.29	2.05	0.26	0.16	7.04	150.82
YDR524C-B	YDR524C-B	6327.2	11.82	0.59	0.08	0.76	-13.43	78.8
YDR524W-C	YDR524W-C	3538.3	10.72	0.37	0.28	0.13	43.46	68.15
YDR525W	YDR525W	12549.0	12.33	-0.76	0.11	0.08	51.46	47.73
YDR525W-A	YDR525W-A	9177.7	6.5	0.5	0.19	0.14	38.24	105.41
YDR526C	YDR526C	16912.8	4.33	0.76	0.12	0.1	46.61	109.5
YDR527W	YDR527W	50166.5	4.63	-0.81	0.07	0.17	40.52	74.11
YDR528W	YDR528W	47575.7	6.72	-0.75	0.07	0.14	68.35	64.44
YDR529C	YDR529C	14561.9	5.7	-0.3	0.08	0.2	53.19	98.04
YDR530C	YDR530C	36827.1	5.23	-0.5	0.09	0.14	39.18	73.41
YDR531W	YDR531W	40897.5	6.35	-0.25	0.11	0.14	32.13	79.04
YDR532C	YDR532C	44651.7	4.51	-0.61	0.07	0.11	38.35	87.17
YDR533C	YDR533C	25662.9	5.14	-0.26	0.11	0.24	23.44	76.08
YDR534C	YDR534C	52462.8	4.12	-0.06	0.04	0.26	31.54	64.89
YDR535C	YDR535C	18564.0	8.96	0.32	0.1	0.1	50.73	99.04
YDR536W	YDR536W	63528.3	6.51	0.1	0.13	0.19	28.69	84.14
YDR537C	YDR537C	21660.5	8.33	0.35	0.06	0.1	47.43	102.72
YDR538W	YDR538W	26743.7	10.27	0.14	0.07	0.13	33.49	97.58
YDR539W	YDR539W	56152.3	6.0	-0.12	0.09	0.16	40.67	88.26
YDR540C	YDR540C	21525.7	9.79	-0.95	0.14	0.14	37.35	62.48
YDR541C	YDR541C	38579.1	6.51	-0.28	0.08	0.18	37.48	87.91
YDR542W	YDR542W	12831.8	5.61	0.32	0.09	0.62	18.37	92.44
YDR543C	YDR543C	11355.3	9.6	-0.22	0.13	0.13	58.01	81.41
YDR544C	YDR544C	15917.5	9.89	-0.43	0.04	0.18	54.77	80.72
YDR545C-A	YDR545C-A	18443.9	9.83	0.35	0.14	0.09	53.34	102.31
YDR545W	YDR545W	203785.1	7.6	-0.37	0.09	0.1	39.2	76.24
YEL001C	YEL001C	24981.3	4.4	-0.02	0.12	0.16	35.82	83.23
YEL002C	YEL002C	49384.0	5.7	-0.33	0.13	0.17	35.93	79.02
YEL003W	YEL003W	12995.1	8.45	-0.81	0.05	0.17	37.38	79.99
YEL004W	YEL004W	39283.6	9.81	0.38	0.15	0.1	22.55	103.47
YEL005C	YEL005C	31359.8	6.17	-0.41	0.06	0.12	45.46	93.2
YEL006W	YEL006W	36977.2	10.15	0.02	0.11	0.11	26.79	86.54
YEL007W	YEL007W	72531.6	7.18	-0.85	0.08	0.14	45.64	54.19
YEL008C-A	YEL008C-A	3451.1	8.8	-0.34	0.03	0.09	63.05	84.72
YEL008W	YEL008W	14026.9	9.03	0.35	0.1	0.1	52.23	91.51
